id,created_at,updated_at,name,note
304,2025-05-12 15:01:15.000 +0900,2025-05-12 15:01:15.000 +0900,멀티모달,"텍스트, 이미지, 음성, 비디오 등 복수 형태의 입력 데이터를 통합 분석하거나 생성하는 멀티모달 AI 기술을 활용한 프로젝트 및 실무 경험을 의미합니다. 예시로는 CLIP, Flamingo, GPT-4o, LLaVA 등 기반 모델의 활용 경험, 또는 멀티모달 검색, 생성, 인터랙션 설계 등이 포함됩니다."
307,2025-05-12 18:03:32.351 +0900,2025-05-12 18:03:32.351 +0900,스트리밍,"실시간으로 제공되는 서비스의 화면, client-side 개발 경험을 의미합니다. 웹소켓 기반, 스트리밍서비스, 다중 사용자 실시간 편집 기능과 같은 개발 경험을 의미합니다."
308,2025-05-12 18:03:40.783 +0900,2025-05-12 18:03:40.783 +0900,멀티플랫폼,"PC 웹 뿐 아니라 모바일 웹 반응형 개발 경험 또는 web 플랫폼 뿐 아니라 하이브리드, 네이티브 client-side 개발 경험을 의미합니다."
309,2025-05-16 16:45:46.811 +0900,2025-05-16 16:45:46.811 +0900,윈도우응용프로그램,"윈도우 기반에서 실행되는 응용프로그램을 직접 개발하고 배포한 실무 경험을 의미합니다. 외부 장비 연동, 영상 처리, UI 구성 등 다양한 기능을 포함한 통합 소프트웨어 개발 경험을 포함합니다."
310,2025-05-16 16:45:56.100 +0900,2025-05-16 16:45:56.100 +0900,QT or GUI,"QT 프레임워크 또는 기타 GUI 툴킷(MFC, WinForm 등)을 활용해 사용자 인터페이스를 설계하고 구현한 경험을 의미합니다. 특히 실시간 데이터 표시, 사용자 입력 처리, 이벤트 기반 UI 구성 등 복잡한 인터페이스 설계 경험을 포함합니다."
312,2025-05-16 16:46:20.967 +0900,2025-05-16 16:46:20.967 +0900,비디오 카드 SDK,"DirectX, OpenGL 등 그래픽 하드웨어 API를 활용하여 영상 렌더링, 3D 모델 처리, GPU 가속 기능을 구현한 실무 경험을 의미합니다. 비디오 카드 SDK를 통해 고성능 영상 출력, 다중 디스플레이 제어, 실시간 프레임 최적화 등을 수행한 경험을 포함합니다."
311,2025-05-16 16:46:11.003 +0900,2025-05-16 16:46:42.699 +0900,3D 영상처리,"카메라, 센서, 영상 데이터를 기반으로 3차원 공간 내 객체를 시각화하거나 위치·움직임을 추적하는 영상 처리 경험을 의미합니다."
313,2025-05-21 12:34:33.156 +0900,2025-05-21 12:34:43.291 +0900,sales/mkt,세일즈 혹은 마케팅을 서비스 도메인으로 하는 회사에서 데이터 직무로서 일해본 경험
315,2025-05-21 12:44:29.825 +0900,2025-05-21 12:44:29.825 +0900,Data Ops,"데이터 QA, 주석가,라벨러, 오퍼레이터, 어시스턴트, 매니저와 같이 데이터 서포트 및 운영 업무 중심의 직무 경험을 의미합니다."
314,2025-05-21 12:39:10.942 +0900,2025-05-21 12:46:26.392 +0900,Core Data,"data analyst, data scientist, data engineer 경험을 의미합니다."
316,2025-06-10 18:59:46.771 +0900,2025-06-10 18:59:46.771 +0900,글로벌,"글로벌 시장을 대상으로 하는 회사와 사업부, 혹은 외국계 회사나 외국에서의 근무 경험"
318,2025-06-10 19:03:56.267 +0900,2025-06-10 19:03:56.267 +0900,제조,"비즈니스 구조에서 유형의 제품을 제조, 생산하는 과정이 포함된 산업에서의"
319,2025-06-10 19:05:13.523 +0900,2025-06-10 19:05:13.523 +0900,50인 이상,50인 이상 규모의 회사에서 근무해본 경험을 의미합니다.
320,2025-06-17 15:28:23.232 +0900,2025-06-17 15:28:23.232 +0900,기술블로그,개발 인사이트나 문제 해결 과정을 정리해 외부에 공유한 경험. 또는 꾸준한 기술 글 작성을 통해 지식 공유를 실천한 활동을 의미합니다.
290,2025-04-30 13:20:45.476 +0900,2025-07-10 10:39:24.260 +0900,테크리더,"극 초기 스타트업의 CTO 경험을 포함해 조직내, 사내, ""테크니컬 리딩"" 을 하는 리더십 경험을 의미합니다."
31,2024-07-31 20:47:24.059 +0900,2025-09-09 16:13:33.704 +0900,초기 스타트업 경험,Series A 이전 또는 팀원 10명 이하 규모의 초기 스타트업에서의 근무 경험을 의미합니다.
144,2024-11-19 13:46:01.824 +0900,2025-06-23 17:18:13.191 +0900,대규모 유저 플랫폼,다양한 유저 사이드와 복잡한 유저 계층 설계가 있거나 최적화가 중요하며 많은 양의 트래픽을 버티는 화면 설계 경험을 의미합니다.
324,2025-06-23 18:09:08.475 +0900,2025-06-23 18:09:08.475 +0900,10-20인 리딩,"10명 ~ 20명 정도의 팀, 부서, 조직, 스쿼드를 리딩한 경험을 의미합니다."
325,2025-07-07 18:35:44.588 +0900,2025-07-07 18:35:44.588 +0900,이동통신,"MNO, MVNO 등 이동통신사 관련 경험"
327,2025-07-07 19:52:06.602 +0900,2025-07-07 19:52:06.602 +0900,Kotlin & Spring,Kotlin(java based) 와 ko-spring (kopring) 기반 BE 실무 경험을 의미합니다.
66,2024-09-26 13:36:32.476 +0900,2025-07-08 12:13:31.439 +0900,DevOps,"CI/CD 자동화, 플랫폼 엔지니어와 같은 DevOps 실무 경험 2년 이상을 의미합니다. Infra, IaC, AWS managing, EKS, k8s 등의 하드스킬 실무 경험을 의미합니다."
328,2025-07-08 12:14:49.788 +0900,2025-07-08 12:14:49.788 +0900,Observability Ops,"DevOps 중 일환으로, 시스템의 상태를 실시간으로 파악하고 문제를 빠르게 탐지·대응하기 위한 운영 체계, Observability 와 관련된 서비스, 프로젝트 경험을 의미합니다."
216,2025-02-20 18:40:16.533 +0900,2025-07-08 17:12:56.668 +0900,빅테크,"네이버, 쿠팡, 토스, 라인, 배달의민족(우아한형제들), 당근, 샌드버드, AWS, 구글, 메타 등과 같은 국내외 빅테크 경험을 의미합니다."
330,2025-07-09 15:31:03.286 +0900,2025-07-09 15:31:03.286 +0900,금융 규제,"KISA의 ISMS, 특금법, 전자금융감독규정, ISO/IEC 27001 등과 같은 규제를 위한 개발, 규제에 대한 대응이 있는 경험을 의미합니다."
331,2025-07-10 10:42:16.198 +0900,2025-07-10 10:42:16.198 +0900,Java,Java 를 기본으로 하는 jvm 런타임 실무 경험이 2년 이상 있는 것을 의미합니다.
23,2024-06-26 11:53:38.953 +0900,2025-07-10 10:45:19.551 +0900,물류/유통,"물류와 유통과 유관된 도메인 경험을 의미합니다. 또는 OMS, WMS, TMS, SCM, FTS, CRM, Fulfillment 등 물류 또는 유통과 관련된 서비스 개발 경험을 의미합니다."
332,2025-07-11 17:03:17.429 +0900,2025-07-11 17:03:17.429 +0900,결제/예약,커머스서비스류의 결제/예약 서비스 구현 경험
333,2025-07-14 11:45:00.340 +0900,2025-07-14 11:51:29.073 +0900,IPP,Independent Power Producer
339,2025-07-15 11:17:07.551 +0900,2025-07-15 11:17:38.725 +0900,복잡한 도메인 경험,"결제, 정산, 멤버십, 수수료, 세금 등 상태 전이와 정책 분기, 금액 정합성이 중요한 도메인에서의 개발 경험을 의미합니다. 단순 CRUD가 아닌, 상태 흐름/예외 처리/정합성 유지/대사(batch reconciliation)/Rule 기반 정책 처리 등을 포함한 시스템 설계와 개선 경험을 기준으로 합니다. / 예: 이벤트 기반 정산 시스템, 상태 전이 등"
338,2025-07-15 11:16:57.434 +0900,2025-07-15 16:02:04.564 +0900,성능 개선 경험,"(BE) 서비스의 응답 속도, 트랜잭션 처리 속도, 배치 처리 시간 등을 실질적으로 개선한 경험을 의미합니다. 단순 개선 제안이 아니라, 병목 구간 식별 → 개선 방향 도출 → 수치 기반의 Before/After 성과까지 도출한 경험을 포함합니다. / 예: API 응답 속도 300ms → 100ms 단축, 배치 처리 시간 6시간 → 50분 단축 등"
346,2025-07-16 14:38:12.545 +0900,2025-07-16 14:38:12.545 +0900,웹/앱,웹과 모바일 앱 서비스 모두 운영 중인 회사에 재직한 경험이 있는 경우
350,2025-07-16 22:12:04.822 +0900,2025-07-16 22:12:04.822 +0900,QAE,QA 엔지니어 또는 SDET/SET 경력이 3년 이상인 경우를 의미합니다.
348,2025-07-16 22:11:26.811 +0900,2025-07-16 22:17:05.346 +0900,테스팅 자격증,"ISTQB, CSTS 등 소프트웨어 테스팅 관련 자격증을 보유한 경우를 의미합니다."
347,2025-07-16 22:11:15.411 +0900,2025-07-16 22:17:21.683 +0900,SWE,Backend Frontend 등 웹을 포함한 software 의 개발 실무 경우를 의미합니다.
349,2025-07-16 22:11:35.132 +0900,2025-07-16 22:17:34.156 +0900,API TEST,"Postman, Jmeter, Karate 등을 이용한 API 테스트 자동화 및 테스트 실행을 경험한 경우를 의미합니다."
326,2025-07-07 18:36:04.616 +0900,2025-07-21 10:59:43.668 +0900,금융&핀테크,금융권 또는 핀테크 관련 도메인에서 경험을 의미합니다.
357,2025-07-22 14:18:54.674 +0900,2025-07-22 14:18:54.674 +0900,복잡한 사용자,"하나의 서비스에서 다양한 고객 사이드 (고객향, 판매자향, 2side 플래폼 화면 개발, 멀티 테넌시 등) 에 대한 화면 개발 경험을 의미합니다."
353,2025-07-19 14:43:16.359 +0900,2025-07-23 15:56:37.981 +0900,VLLM,"Visual Language Large Model, Vision-Language 모델을 실무에 적용한 경험이 있는 경우. 이미지 캡셔닝, 비주얼 질의응답, 문서 이해 등의 태스크에서 VLLM을 활용하여 솔루션을 개발한 경험. 특히 문서 분석 및 구조화된 정보 추출에 VLLM을 적용한 경험이 있는 경우"
354,2025-07-19 14:45:39.081 +0900,2025-07-23 15:57:23.143 +0900,비정형 데이터 AI처리,"구조화되지 않은 데이터(텍스트, 이미지, 문서 등)를 AI 모델로 처리하고 구조화된 정보로 변환한 경험이 있는 경우. 데이터 전처리, 특징 추출, 모델 학습을 통해 비정형 데이터에서 의미있는 정보를 추출하고 활용한 실무 프로젝트 경험"
359,2025-07-23 16:39:43.529 +0900,2025-07-23 16:39:43.529 +0900,라벨링 플랫폼,"Label Studio, CVAT 등 오픈소스 라벨링 툴의 커스터마이징 및 운영 경험, AutoLabeling 기능 개발, 라벨링 작업 품질/단가/납기 관리 경험을 의미합니다."
361,2025-07-25 11:07:43.277 +0900,2025-07-25 11:07:43.277 +0900,유럽오프라인시장,"유럽의 오프라인 유통 시장을 개척해봤거나, 세팅했거나, 관리하여 현지 리테일 유통 채널과의 접점을 기대할 수 있는 경험을 의미합니다."
360,2025-07-25 11:07:01.731 +0900,2025-07-25 14:37:19.715 +0900,유럽Sales,"뷰티 브랜드와 관련하여 유럽(EU, 혹은 속한 개별 국가)시장에 대한 글로벌 세일즈 경험을 의미합니다."
362,2025-07-25 11:08:26.139 +0900,2025-07-25 14:37:39.295 +0900,뷰티박람회,유럽 시장에서의 뷰티 박람회(cosmoprof 등) 참여 경험이 있는 프로필을 의미합니다.
365,2025-07-29 18:19:20.108 +0900,2025-07-29 18:19:20.108 +0900,DA광고,디스플레이 광고를 위한 콘텐츠를 기획하고 제작해본 경험을 의미합니다.
366,2025-07-29 18:40:51.164 +0900,2025-07-29 18:40:51.164 +0900,상세페이지,"제품의 상세페이지 제작(이미지, 영상 등) 경험을 의미합니다."
343,2025-07-15 18:33:49.250 +0900,2025-09-08 19:58:49.700 +0900,신사업,"신규서비스, 신사업 서비스 론칭 또는 고도화 경험"
367,2025-07-29 18:42:28.735 +0900,2025-07-29 18:42:28.735 +0900,SEO,검색엔진 상위 노출을 위한 검색엔진 최적화를 의미합니다.
368,2025-07-29 18:44:55.267 +0900,2025-07-29 18:44:55.267 +0900,디자인툴,"포토샵, 일러스트 등 이미지 또는 영상을 제작(수정) 할 수 있는 역량을 의미합니다."
370,2025-07-31 22:21:35.603 +0900,2025-07-31 22:21:35.603 +0900,주요타겟기업,(앳홈 파생)고객사에서 직접 타깃해준 기업 백그라운드 경험이 있는 프로필
371,2025-08-04 10:21:48.914 +0900,2025-08-04 10:21:48.914 +0900,SNS,브랜드의 소셜 미디어 채널 콘텐츠를 기획하고 제작해본 경험을 의미합니다.
372,2025-08-04 16:33:26.983 +0900,2025-08-04 16:33:26.983 +0900,IFRS,IFRS 또는 K-IFRS 기준의 업무 경험을 의미합니다.
337,2025-07-14 11:54:49.204 +0900,2025-08-05 15:16:21.761 +0900,해외사업,해외 사업 또는 해외 법인과의 업무 경험
373,2025-08-05 15:18:24.347 +0900,2025-08-05 15:18:24.347 +0900,재무자격 보유,"재경관리사, CPA 등 재무관련 자격 보유"
374,2025-08-05 17:07:31.832 +0900,2025-08-05 17:07:31.832 +0900,MSA,소프트웨어 시스템을 작고 독립적인 서비스들의 집합으로 구성하는 아키텍처 스타일을 의미합니다.
378,2025-08-20 19:53:38.231 +0900,2025-08-20 19:53:38.231 +0900,브랜딩,브랜드 마케팅 경험이 있는 것을 의미합니다.
379,2025-08-20 19:55:34.923 +0900,2025-08-20 19:55:34.923 +0900,국내,한국 시장을 타겟으로 한 업무 활동 경험이 있는 것을 의미합니다.
380,2025-08-20 19:58:28.936 +0900,2025-08-20 19:58:28.936 +0900,패션,패션 업종 및 관련된 업무를 의미합니다.
381,2025-08-27 15:54:07.375 +0900,2025-08-27 15:54:07.375 +0900,US,US(미국) 시장을 타깃으로 업무를 운영해본 경험을 의미합니다.
382,2025-08-27 15:54:41.529 +0900,2025-08-27 15:54:41.529 +0900,CN/HK/TW,"중국, 홍콩, 대만과 같이 중화권 국가를 타깃으로 업무를 운영해본 경험을 의미합니다."
383,2025-08-27 15:54:56.912 +0900,2025-08-27 15:54:56.912 +0900,JP,일본 시장을 타깃으로 업무를 운영해본 경험을 의미합니다.
384,2025-08-27 15:55:11.551 +0900,2025-08-27 15:55:11.551 +0900,TH,태국 시장을 타깃으로 업무를 운영해본 경험을 의미합니다.
386,2025-08-29 16:34:59.721 +0900,2025-08-29 16:35:03.306 +0900,OMS,"상품이 실제 배송되기까지의 과정을 전산으로 관리하는 소프트웨어 시스템(주문 관리 시스템, Order Management System)"
387,2025-08-29 16:35:30.813 +0900,2025-08-29 16:35:30.813 +0900,TMS,"다양한 운송 방식의 조합을 통해 상품의 물리적 이동을 추적 관리할 수 있는 소프트웨어 시스템(배송 관리 시스템, Transportation Management System)"
388,2025-08-29 16:35:43.044 +0900,2025-08-29 16:35:43.044 +0900,PIM,상품 정보를 한 곳에서 표준화 및 관리하고 여러 채널에 일관되게 배포하는 시스템(Product Information Management)
389,2025-08-29 16:36:06.707 +0900,2025-08-29 16:36:06.707 +0900,상품관리,"재고관리, SKU 관리, 주문관리, 배송관리, 출고관리, 반품관리, 수요예측, 발주관리 등의 관련 경험"
391,2025-08-29 16:36:36.804 +0900,2025-08-29 16:36:36.804 +0900,라스트마일,라스트마일 : 상품이 최종 소비자에게 전달되는 물류 과정의 마지막 구간에 관련된 경험(Last Mile)
392,2025-08-29 16:37:37.838 +0900,2025-08-29 16:37:37.838 +0900,희망기업,"무신사, 쿠팡, 다이소, 롯데마트, 이마트에서 재직 경험"
393,2025-09-01 16:33:07.966 +0900,2025-09-01 16:33:07.966 +0900,스쿼드 조직,"제품/기능 단위의 자율적·크로스펑셔널(PO/PD/FE/BE/QA/Data 등) 스쿼드에서, 분기 단위 이상 상주하며 백로그→개발→배포→운영까지 엔드투엔드로 책임지고 성과를 낸 실무 경험을 의미합니다."
394,2025-09-05 17:51:36.151 +0900,2025-09-05 17:51:36.151 +0900,백오피스,"내부 운영자(관리자, 재무/운영 담당자 등)를 위한 관리도구(운영툴, Admin Console)의 설계·개발·운영 경험을 의미합니다. 단순 CRUD를 넘어 회원, 거래, 정산, 환불, 정책 관리 등 다양한 기능과 권한 관리, 업무 효율화를 위한 백오피스 시스템 구축 경험을 포함합니다."
395,2025-09-12 15:43:19.587 +0900,2025-09-12 15:43:19.587 +0900,Airflow,"데이터 엔지니어링에서 데이터 수집, 전처리, 적재 등을 위한 배치 및 task 관리 목적으로 Airflow를 실무에서 사용한 경험을 의미합니다. DAG 설계, 스케줄링, 운영 환경 최적화 등 실무 수준에서의 활용을 포함합니다."
396,2025-09-12 15:43:29.013 +0900,2025-09-12 15:43:29.013 +0900,GCC,"Google Cloud Composer(GCP의 Airflow 매니지드 서비스)를 실무에서 사용한 경험을 의미합니다. Airflow 환경 구성 및 운영을 GCP 상에서 관리하며, GCP의 BigQuery, GCS 등과 연동해 데이터 파이프라인을 구축·운영한 경험을 포함합니다."
397,2025-09-12 15:43:38.861 +0900,2025-09-12 15:43:38.861 +0900,ETL/ELT,"데이터 파이프라인에서 ETL(Extract, Transform, Load) 또는 ELT(Extract, Load, Transform) 과정을 설계·구현·운영한 실무 경험을 의미합니다. 다양한 데이터 소스로부터 수집, 변환, 적재까지의 전체 프로세스를 직접 구축(A to Z)하거나 운영한 경험을 포함합니다."
398,2025-09-12 15:43:46.298 +0900,2025-09-12 15:43:46.298 +0900,실시간 데이터 처리,"대용량 로그 스트림이나 이벤트 데이터를 실시간으로 수집하고 처리하는 파이프라인을 구축·운영한 경험을 의미합니다. Kafka, Kinesis, Spark Streaming, Flink 등 관련 기술 스택 활용 경험을 포함합니다."
233,2025-03-06 12:04:52.921 +0900,2025-09-17 16:28:35.357 +0900,데이터 시각화,"Superset, Redash, Tableau 등과 같은 대시보드 구축 및 시각화, BI 툴 사용을 통해 데이터를 시각화하여 업무에 활용한 경험을 의미합니다."
399,2025-09-18 17:17:09.832 +0900,2025-09-18 17:17:09.832 +0900,건축 자격,"건설, 토목, 전기 등 건설업계의 전문자격(기능사, 산업기사, 기사) 보유"
400,2025-09-18 17:17:46.559 +0900,2025-09-18 17:17:46.559 +0900,BIM,Building Information Modeling 경험 보유
401,2025-09-18 17:18:49.238 +0900,2025-09-18 17:18:49.238 +0900,개발 및 자동화,"BIM 관련 개발(Python, C# 등) 역량과 자동화 역량 보유"
402,2025-09-18 17:20:10.921 +0900,2025-09-18 17:20:10.921 +0900,대형 건축물 설계,"5층 이상의 건물, 연면적 3,000㎡ 이상의 건물 설계 경험"
403,2025-09-23 15:28:04.414 +0900,2025-09-23 15:28:04.414 +0900,마케팅 성과 분석,"BA/DA - 광고 성과 지표(CTR, CPA, ROAS 등)를 추적 및 최적화하고, 다양한 온라인 채널의 특성을 이해하여 효율화 전략을 제시한 경험을 의미합니다."
406,2025-09-28 00:46:44.265 +0900,2025-09-28 00:46:44.265 +0900,내부 이벤트,"타운홀, 워크숍, 체육대회 등 팀 빌딩 기획 및 운영 경험"
407,2025-09-28 00:47:58.353 +0900,2025-09-28 00:47:58.353 +0900,내부 커뮤니케이션,"사내 소통 채널 기획, 고도화 및 전략 수립"
408,2025-09-29 15:54:51.286 +0900,2025-09-29 15:54:51.286 +0900,의료,"병원, 클리닉과 관련된 경험이나 관련 비즈니스 도메인에서의 근무 경험을 의미합니다."